time_s,node,value,type
0.0,CBC_Closed,True,Binary
0.0,CBC_close,True,Binary
0.0,CBC_isOpen,False,Binary
0.0,CBC_open,False,Binary
0.0,ExU_On,False,Binary
0.0,ExU_isOff,True,Binary
0.0,HP_Pump_isOff,True,Binary
0.0,LP_Pump_On,False,Binary
0.0,MPA_A_701125,False,Alarm
0.0,MPA_InitPos,False,Binary
0.0,MPA_WorkPos,True,Binary
0.0,MPA_toInitPos,False,Binary
0.0,MPA_toWorkPos,True,Binary
0.0,MPC_Closed,False,Binary
0.0,MPC_close,False,Binary
0.0,MPC_isOpen,True,Binary
0.0,MPC_open,True,Binary
0.0,MP_Inactive,True,Binary
0.0,M_Lifebit,True,Binary
0.0,M_PowerOnDuration,119.0,Counter
0.0,M_WarnWithStacklight,False,Binary
0.0,Prog_A_701330,False,Alarm
0.0,Prog_CuttingTime,135936.082,Counter
0.0,Prog_CycleTime,0.084,Counter
0.0,Prog_LineNo,0,Categorical
0.0,Prog_Name,MAIN_CH1_MPF,Categorical
0.0,Prog_Name_LineNo,MAIN_CH1_MPF|0,Categorical
0.0,SL_Green,False,Binary
0.0,SL_Red,False,Binary
0.0,SR_A_67040,False,Alarm
0.0,Spd_ActPos_C,188.725,Continuous
0.0,Spd_ActPos_X,150.0,Continuous
0.0,Spd_ActPos_Z,495.0,Continuous
0.0,Spd_ActSpeed_C,0.0,Continuous
0.0,Spd_ActSpeed_X,0.0,Continuous
0.0,Spd_ActSpeed_Z,0.0,Continuous
0.0,Spd_InnerCoolOn,False,Binary
0.0,Spd_OuterCoolOn,False,Binary
0.0,TL_Locked,True,Binary
0.0,TL_lock,True,Binary
0.0,TL_unlock,False,Binary
0.0,T_A_701309,False,Alarm
0.0,T_ActToolIdent,3D_PROBE,Categorical
0.0,WCL_InitPos,True,Binary
0.0,WCL_Locked,False,Binary
0.0,WCL_Unlocked,True,Binary
0.0,WCL_WorkPos,False,Binary
0.0,WCL_toInitPos,True,Binary
0.0,WCL_toWorkPos,False,Binary
0.332,M_Lifebit,False,Binary
13.528,M_Lifebit,True,Binary
14.111,M_Lifebit,False,Binary
20.519,M_Lifebit,True,Binary
21.073,M_Lifebit,False,Binary
23.501,M_Lifebit,True,Binary
24.087,M_Lifebit,False,Binary
25.536,M_Lifebit,True,Binary
26.112,M_Lifebit,False,Binary
28.514,M_Lifebit,True,Binary
29.071,M_Lifebit,False,Binary
31.3,SL_Red,True,Binary
32.247,SL_Red,False,Binary
33.215,Prog_CycleTime,0.092,Counter
34.242,Prog_Name,HOME_CH1_SPF,Categorical
34.242,Prog_Name_LineNo,HOME_CH1_SPF|0,Categorical
34.342,Prog_LineNo,125,Categorical
34.342,Prog_Name_LineNo,HOME_CH1_SPF|125,Categorical
34.442,Prog_CycleTime,0.38,Counter
34.61,SR_A_67040,True,Alarm
34.642,Prog_LineNo,128,Categorical
34.642,Prog_Name_LineNo,HOME_CH1_SPF|128,Categorical
34.642,Spd_ActSpeed_X,5000.0,Continuous
34.742,M_PowerOnDuration,120.0,Counter
34.824,SL_Green,True,Binary
34.853,SR_A_67040,False,Alarm
35.543,Prog_CycleTime,1.48,Counter
35.543,Spd_ActPos_X,229.264,Continuous
36.443,Spd_ActPos_X,300.0,Continuous
36.443,Spd_ActSpeed_X,0.0,Continuous
36.492,MPA_toInitPos,True,Binary
36.523,MPA_WorkPos,False,Binary
36.543,Prog_CycleTime,2.48,Counter
36.543,Prog_LineNo,129,Categorical
36.543,Prog_Name_LineNo,HOME_CH1_SPF|129,Categorical
36.578,MPA_toWorkPos,False,Binary
37.544,Prog_CycleTime,3.48,Counter
37.624,MPA_InitPos,True,Binary
37.678,MPC_open,False,Binary
37.852,MPC_close,True,Binary
37.852,MPC_isOpen,False,Binary
38.124,MPC_Closed,True,Binary
38.345,Prog_LineNo,202,Categorical
38.345,Prog_Name_LineNo,HOME_CH1_SPF|202,Categorical
38.544,Prog_CycleTime,4.48,Counter
38.659,Prog_A_701330,True,Alarm
39.545,Prog_CycleTime,5.48,Counter
40.546,Prog_CycleTime,6.48,Counter
41.447,Prog_LineNo,132,Categorical
41.447,Prog_Name,WORKTRANS_SPF,Categorical
41.447,Prog_Name_LineNo,WORKTRANS_SPF|132,Categorical
41.547,Prog_CycleTime,7.48,Counter
41.551,M_Lifebit,True,Binary
41.719,Prog_A_701330,False,Alarm
42.089,M_Lifebit,False,Binary
42.453,Prog_Name,ASSIGN_SPF,Categorical
42.453,Prog_Name_LineNo,ASSIGN_SPF|132,Categorical
42.553,Prog_CycleTime,8.486,Counter
42.553,Prog_LineNo,186,Categorical
42.553,Prog_Name_LineNo,ASSIGN_SPF|186,Categorical
43.217,CBC_open,True,Binary
43.296,CBC_close,False,Binary
43.354,Prog_LineNo,106,Categorical
43.354,Prog_Name,LOAD_RT_TEST_SPF,Categorical
43.354,Prog_Name_LineNo,LOAD_RT_TEST_SPF|106,Categorical
43.372,CBC_Closed,False,Binary
43.554,Prog_CycleTime,9.486,Counter
44.054,Prog_LineNo,109,Categorical
44.054,Prog_Name_LineNo,LOAD_RT_TEST_SPF|109,Categorical
44.246,CBC_isOpen,True,Binary
44.256,ExU_isOff,False,Binary
44.332,ExU_On,True,Binary
44.554,Prog_CycleTime,10.486,Counter
45.555,Prog_CycleTime,11.486,Counter
46.355,Prog_LineNo,110,Categorical
46.355,Prog_Name_LineNo,LOAD_RT_TEST_SPF|110,Categorical
46.37,WCL_toWorkPos,True,Binary
46.456,WCL_InitPos,False,Binary
46.544,WCL_toInitPos,False,Binary
46.556,Prog_CycleTime,12.486,Counter
46.73,WCL_WorkPos,True,Binary
46.85,WCL_Unlocked,False,Binary
47.078,WCL_Locked,True,Binary
47.156,Prog_LineNo,159,Categorical
47.156,Prog_Name_LineNo,LOAD_RT_TEST_SPF|159,Categorical
47.456,Spd_ActPos_C,31.14,Continuous
47.549,M_Lifebit,True,Binary
47.559,Prog_CycleTime,13.486,Counter
47.559,Spd_ActPos_X,451.2,Continuous
47.559,Spd_ActSpeed_X,36000.0,Continuous
48.057,Spd_ActPos_X,612.124,Continuous
48.057,Spd_ActSpeed_X,0.0,Continuous
48.115,M_Lifebit,False,Binary
48.358,Prog_LineNo,173,Categorical
48.358,Prog_Name_LineNo,LOAD_RT_TEST_SPF|173,Categorical
48.457,Spd_ActSpeed_Z,-2500.0,Continuous
48.557,Prog_CycleTime,14.486,Counter
48.557,Spd_ActPos_Z,416.885,Continuous
49.558,Prog_CycleTime,15.486,Counter
49.558,Spd_ActPos_Z,375.218,Continuous
50.558,Prog_CycleTime,16.486,Counter
50.558,Spd_ActPos_Z,333.551,Continuous
51.559,Prog_CycleTime,17.486,Counter
51.559,Spd_ActPos_Z,291.885,Continuous
52.46,Prog_LineNo,178,Categorical
52.46,Prog_Name_LineNo,LOAD_RT_TEST_SPF|178,Categorical
52.46,Spd_ActSpeed_Z,-800.0,Continuous
52.56,Prog_CycleTime,18.486,Counter
52.56,Spd_ActPos_Z,257.274,Continuous
53.56,Prog_CycleTime,19.486,Counter
53.56,Prog_LineNo,183,Categorical
53.56,Prog_Name_LineNo,LOAD_RT_TEST_SPF|183,Categorical
53.56,Spd_ActPos_Z,244.786,Continuous
53.56,Spd_ActSpeed_Z,0.0,Continuous
54.561,Prog_CycleTime,20.486,Counter
54.861,Prog_LineNo,185,Categorical
54.861,Prog_Name_LineNo,LOAD_RT_TEST_SPF|185,Categorical
55.562,Prog_CycleTime,21.486,Counter
56.062,Prog_LineNo,187,Categorical
56.062,Prog_Name_LineNo,LOAD_RT_TEST_SPF|187,Categorical
56.563,Prog_CycleTime,22.486,Counter
57.463,Prog_LineNo,191,Categorical
57.463,Prog_Name_LineNo,LOAD_RT_TEST_SPF|191,Categorical
57.563,Prog_CycleTime,23.486,Counter
57.563,Spd_ActPos_Z,265.98,Continuous
57.563,Spd_ActSpeed_Z,10000.0,Continuous
57.565,M_Lifebit,True,Binary
57.866,WCL_Unlocked,True,Binary
57.939,WCL_Locked,False,Binary
58.262,M_Lifebit,False,Binary
58.363,Prog_LineNo,196,Categorical
58.363,Prog_Name_LineNo,LOAD_RT_TEST_SPF|196,Categorical
58.363,Spd_ActPos_Z,495.0,Continuous
58.363,Spd_ActSpeed_Z,0.0,Continuous
58.393,WCL_toWorkPos,False,Binary
58.489,WCL_WorkPos,False,Binary
58.563,Prog_CycleTime,24.486,Counter
58.644,WCL_toInitPos,True,Binary
58.774,WCL_InitPos,True,Binary
58.96,MPC_close,False,Binary
58.964,Prog_LineNo,222,Categorical
58.964,Prog_Name_LineNo,LOAD_RT_TEST_SPF|222,Categorical
59.014,MPC_Closed,False,Binary
59.1,MPC_open,True,Binary
59.264,Spd_ActSpeed_X,-36000.0,Continuous
59.458,MPC_isOpen,True,Binary
59.564,Prog_CycleTime,25.486,Counter
59.564,Spd_ActPos_X,301.324,Continuous
59.622,MPA_toInitPos,False,Binary
59.654,MPA_InitPos,False,Binary
59.666,Spd_ActSpeed_C,-36000.0,Continuous
59.684,CBC_close,True,Binary
59.684,MPA_toWorkPos,True,Binary
59.721,CBC_open,False,Binary
59.906,CBC_isOpen,False,Binary
60.064,Spd_ActPos_X,150.0,Continuous
60.064,Spd_ActSpeed_X,0.0,Continuous
60.521,CBC_Closed,True,Binary
60.521,MP_Inactive,False,Binary
60.565,Prog_CycleTime,26.486,Counter
60.565,Prog_LineNo,45,Categorical
60.565,Prog_Name,RUN_MEAS_SPF,Categorical
60.565,Prog_Name_LineNo,RUN_MEAS_SPF|45,Categorical
60.565,Spd_ActPos_C,182.076,Continuous
60.674,T_A_701309,True,Alarm
60.765,Spd_ActPos_C,0.0,Continuous
60.765,Spd_ActSpeed_C,0.0,Continuous
60.769,MPA_WorkPos,True,Binary
61.265,Prog_LineNo,91,Categorical
61.265,Prog_Name_LineNo,RUN_MEAS_SPF|91,Categorical
61.524,M_Lifebit,True,Binary
61.566,Prog_CycleTime,27.486,Counter
61.566,Spd_ActPos_X,123.111,Continuous
61.566,Spd_ActSpeed_X,-3796.0,Continuous
61.765,Spd_ActPos_X,119.9,Continuous
61.765,Spd_ActSpeed_X,0.0,Continuous
62.102,M_Lifebit,False,Binary
62.366,Prog_LineNo,94,Categorical
62.366,Prog_Name_LineNo,RUN_MEAS_SPF|94,Categorical
62.466,Spd_ActSpeed_Z,-1000.0,Continuous
62.566,Prog_CuttingTime,135936.286,Counter
62.566,Prog_CycleTime,28.486,Counter
62.566,Spd_ActPos_Z,441.147,Continuous
63.567,Prog_CuttingTime,135937.286,Counter
63.567,Prog_CycleTime,29.486,Counter
63.567,Spd_ActPos_Z,424.481,Continuous
63.589,M_Lifebit,True,Binary
63.667,Spd_ActPos_Z,423.365,Continuous
63.667,Spd_ActSpeed_Z,0.0,Continuous
63.867,Prog_LineNo,115,Categorical
63.867,Prog_Name_LineNo,RUN_MEAS_SPF|115,Categorical
63.867,Spd_ActSpeed_X,100.0,Continuous
64.568,Prog_CuttingTime,135938.156,Counter
64.568,Prog_CycleTime,30.486,Counter
64.568,Spd_ActPos_X,121.71,Continuous
65.146,M_Lifebit,False,Binary
65.568,Prog_CuttingTime,135939.066,Counter
65.568,Prog_CycleTime,31.486,Counter
65.568,Spd_ActPos_C,72.0,Continuous
65.568,Spd_ActPos_X,120.457,Continuous
66.569,Prog_CuttingTime,135940.066,Counter
66.569,Prog_CycleTime,32.486,Counter
66.569,Spd_ActPos_X,122.123,Continuous
67.369,Spd_ActPos_C,144.0,Continuous
67.569,Prog_CuttingTime,135940.976,Counter
67.569,Prog_CycleTime,33.486,Counter
67.569,Spd_ActPos_X,120.873,Continuous
68.57,Prog_CuttingTime,135941.924,Counter
68.57,Prog_CycleTime,34.486,Counter
68.57,Prog_LineNo,126,Categorical
68.57,Prog_Name_LineNo,RUN_MEAS_SPF|126,Categorical
68.57,Spd_ActPos_X,122.426,Continuous
68.57,Spd_ActSpeed_X,-48.0,Continuous
69.07,Prog_LineNo,115,Categorical
69.07,Prog_Name_LineNo,RUN_MEAS_SPF|115,Categorical
69.07,Spd_ActPos_C,216.0,Continuous
69.07,Spd_ActSpeed_X,100.0,Continuous
69.57,Prog_CuttingTime,135942.886,Counter
69.57,Prog_CycleTime,35.486,Counter
69.57,Spd_ActPos_X,121.28,Continuous
69.617,M_Lifebit,True,Binary
70.371,Prog_LineNo,126,Categorical
70.371,Prog_Name_LineNo,RUN_MEAS_SPF|126,Categorical
70.571,Prog_CuttingTime,135943.834,Counter
70.571,Prog_CycleTime,36.486,Counter
70.571,Spd_ActPos_X,120.411,Continuous
